u_id,감칠맛,걸쭉함,견과류_땅콩_잣향,고소함,곡물_옥수수_보리,기타_커피_캐러멜_토란,깔끔,꿀맛_당류,누룩,다양,단맛,독특,드라이,레몬_유자류_감귤류_자몽,매실류_파인애플,바나나_망고_멜론,바닐라_국화_매화_연꽃_유채꽃_꽃향,베리류_딸기,사과_배_감,스모키한,신맛,여운,열대과일,오디_복분자,오미자류,음료,인삼_생강강황_약재,자두_복숭아_체리,잔잔한,조화,진득,청_포도,청량,탄닌감,탄산,풀내음_나무_볏짚,허브_시트러스,화끈함
231,5,0.58869163,0.321233044,5,2.070873544,0.533210944,5,0.865107212,1.22398441,1.558713761,5,5,0.780199278,1.554045372,0.882323464,0.532191574,0.805094131,1.152302632,0.864790054,0.756326525,5,5,1.214102564,0.795833333,0.638139796,0.350706628,0.639719162,0.919643275,2.28968254,0.635472912,1.088933731,1.340142022,2.624338624,1.009620868,0.768796114,0.758733483,0.448616821,5
232,2.25,0.518115942,2.25,4.5,1.490552554,0.580989583,1.583140097,1.283394608,1.418432971,2.25,4.5,1.157608696,0.567173913,0.734064251,0.173913043,2.25,0.881944444,0.879917184,0.512137681,0.309661836,2.25,2.25,1.012173913,0.547619048,0.764108456,0.467633929,0.403571429,0.625,2.25,1.208869565,2.25,0.767330918,4.5,0.236956522,2.25,0.520788043,0.625,1.163043478
233,2.222222222,,,1.666666667,,,5,,1.666666667,,5,2.5,,,,,,2.5,,2.5,,2.5,,2.5,,,,,5,,2.5,,2.222222222,,1.666666667,5,,5
234,5,,,,,,,,5,,5,,,,,,,,,,5,,,,,,,,,5,,,,,5,,,
235,1.25,0.138888889,0.138888889,1.25,1.25,0.76984127,1.25,0.111111111,1.25,1.038194444,5,1.000372024,0.111111111,1.25,1.130621693,0.138888889,0.32093254,0.378224206,0.37202381,0.506283069,5,0.746130952,0.653174603,,0.25,,0.25,2.5,2.5,1.25,0.539434524,1.25,1.25,,0.701984127,0.138888889,1.25,0.59375
236,5,0.216140642,0.713178295,1.932936508,1.577380952,0.225223614,5,1.75,1.432539683,1.748809524,5,5,0.30546761,0.714285714,1.56547619,0.23618566,0.69948505,5,1.085378087,1.666666667,1.561011905,1.666666667,0.32279298,5,0.227719156,0.315238678,1.108884088,1.75,1.852678571,0.833183064,1.666666667,0.520449155,5,0.461161388,0.761343015,1.635029332,0.387475098,5
237,,,,,,,,,,,5,5,,,5,,,,,,5,,,,,,,,,,,,,,,,,
238,4.5,0.363636364,,0.68961039,0.363636364,,0.875,0.714285714,1.428571429,0.9,4.5,3.625,0.714285714,0.875,0.714285714,,,0.875,0.875,0.9,0.875,,,0.714285714,,,,,0.810822511,0.272727273,0.363636364,0.272727273,4.5,,0.875,0.9,,0.9
239,3,0.239880952,0.307407407,1.666666667,1.666666667,0.330357143,1.333333333,0.3579217,1.216027337,0.794920635,4.666666667,3,0.449886016,0.741893424,0.780381944,0.331322751,0.335074393,0.61191731,0.47984127,0.296703423,3,1.052678571,0.576825397,0.290918108,1.333333333,0.287853548,0.354232804,1.666666667,4.666666667,1.049461451,0.976904762,0.429365079,1.333333333,0.223193936,0.778527337,0.591699641,1.666666667,1.666666667
240,1.285714286,0.138888889,0.138888889,0.571428571,1.142857143,1.218253968,2.142857143,0.111111111,0.571428571,1.045138889,4.428571429,0.714285714,0.111111111,2,1.231977513,0.138888889,0.714285714,0.457878638,0.372767857,0.714285714,3.857142857,0.854513889,0.714285714,,0.25,,0.25,2,3.714285714,1.857142857,1.142857143,2.142857143,2.714285714,,0.66718254,0.138888889,2.714285714,0.714285714
241,,,,,,,,,,,5,5,,,5,,,,,,5,,,,,,,,,,,,,,,,,
242,0.5,0.854385965,,1.25,2.375,0.265460526,1.75,0.5,1.265716374,1.25,2.875,1.25,0.875,0.5,0.842631579,0.944596491,0.2,0.710526316,0.931578947,0.2,1.75,0.5,1.030745614,,0.354385965,,,1.287333333,4.125,2.375,2.375,1.038333333,1.75,,0.650804094,0.631578947,0.758289474,0.5
243,1.333333333,0.900641026,0.729027845,0.829746642,0.945543346,0.917391096,4.666666667,3.333333333,1.666666667,1.156187231,4.666666667,1.14957265,0.608957937,1.333333333,0.649358773,0.597222222,0.413431013,0.398009171,0.499145299,0.594941751,4.666666667,0.738057082,0.556505533,0.621182863,0.590920963,0.399797365,0.259136213,1.333333333,1.666666667,3,1.666666667,3.333333333,4.666666667,0.221775899,1.333333333,0.307879459,0.864582669,0.964269987
244,1.666666667,0.138888889,0.537037037,1.666666667,1.098214286,1.666666667,3.333333333,0.824074074,1.666666667,1.052083333,5,0.927490788,0.111111111,1.666666667,1.007316468,0.138888889,0.482060185,0.295791997,0.352132937,0.777571098,5,0.806894841,0.626719577,,0.25,,0.25,3.333333333,3.333333333,1.666666667,1.666666667,1.666666667,3.333333333,,0.598436508,0.138888889,3.333333333,0.634672619
245,3.615384615,0.307692308,0.207005389,1.461538462,1.461538462,0.308954314,2.230769231,0.232286024,1.076923077,1.461538462,4.384615385,0.769230769,0.272485195,0.43619889,0.384615385,1.076923077,0.307692308,0.769230769,0.692307692,0.356312066,2.538461538,1,0.769230769,0.185062846,0.472894203,0.2504029,0.300834288,0.223254965,2.461538462,2.307692308,1.461538462,0.384615385,2.461538462,0.17882919,1.384615385,0.448700168,0.374078741,0.384615385
246,3.75,,,2.5,,2.5,2.5,,2.5,,3.75,,,,,,,,1.25,1.25,2.5,,,,,,,,1.25,3.75,3.75,,2.5,,,,,1.25
247,5,0.468514329,0.433523267,0.776785714,1.130555556,0.940349003,5,1.583333333,1.767857143,1.944444444,5,1.12654321,0.944721431,5,1.803041508,0.488056533,1.413976648,0.769310906,1.153571429,1.088888889,5,1.404563492,1.430899411,0.607877719,0.944444444,0.117402659,0.192307692,5,2.331569665,5,0.724404762,1.005952381,5,,5,1.444763968,0.917582418,1.158333333
248,1.666666667,0.432359093,0.384615385,1.666666667,3.333333333,0.516461154,3.333333333,0.304359244,1.666666667,3.333333333,3.333333333,1.666666667,0.788602941,0.596153846,0.52759225,0.696123225,0.247058824,0.605889724,0.743129051,0.36043956,1.666666667,1.666666667,1.666666667,,0.324765156,,0.706636501,0.822238095,3.333333333,3.333333333,1.666666667,0.679880952,1.488632419,,0.947901699,0.431131916,0.660726215,0.590098219
249,1.7,0.199506275,0.22707231,0.35,0.5,0.35,2.9,0.304805996,0.95,1.25,4.2,1.8,0.45,0.5,0.542371237,0.32805816,0.358846174,0.95,0.719914329,0.383582503,2.85,0.5,0.52907715,0.333051351,0.5,0.17495044,0.246566999,0.45,2.85,0.9,1.059587025,0.45,1,0.11627907,1.4,1,0.592815061,2.35
250,1.5,0.444444444,0.341775794,1.555555556,2.055555556,0.250109393,3.611111111,1.055555556,1,1.055555556,3.555555556,2,0.351180343,0.5,1,0.350124791,0.224514103,0.555555556,1,0.246208069,3,0.5,0.389747949,0.271247044,0.382433124,0.326000578,0.274060026,0.5932189,3.055555556,1.111111111,0.944444444,1.055555556,2.555555556,0.203004112,0.444444444,0.408351406,0.435168316,0.539937535
251,2.25,0.088293651,0.380291005,1.529166667,1.226488095,0.888888889,2.25,1.491997354,1.398214286,1.035714286,4.75,2.5,0.628637566,2.25,2.5,0.314715608,0.347222222,1.035714286,0.735449735,0.735449735,4.75,1.286564626,1.371693122,0.482142857,0.854166667,0.25,0.623897707,1.050925926,2.25,2.25,1.208333333,0.680114638,2.25,0.714285714,1.00297619,0.314814815,1.168402778,1.326058201
252,4.916666667,0.129568106,0.093023256,0.833333333,1.583333333,0.343080756,3.25,0.410200371,0.833333333,1.583333333,4.916666667,1.047118884,0.367275418,0.833333333,1.666666667,0.334247572,0.272425249,0.812900736,0.498106262,0.833333333,4.083333333,1.583333333,1.666666667,0.135531136,0.460405845,0.42700035,0.429948315,0.260465565,2.416666667,0.961264088,1.583333333,0.48207361,3.25,0.607440925,0.833333333,0.469281129,0.362034895,0.703673
253,3.9,0.363636364,,0.9,0.363636364,,0.9,0.714285714,1.428571429,0.9,4.8,3,0.714285714,0.875,0.714285714,,,0.875,0.9,0.9,0.979978355,,,0.714285714,,,,,0.9,0.272727273,0.363636364,0.272727273,3,,0.9,0.9,,0.9
254,3.75,0.359283869,0.355537361,2.5,1.25,1.25,3.75,0.606624851,1.25,0.641605468,3.625,2.375,0.563650415,0.884952325,2.375,0.300949518,0.396332742,1.25,0.666610123,0.627140394,2.375,0.883926803,0.292826925,0.253097872,0.551882579,0.379911687,1.25,0.422517603,2.5,1.25,1.25,0.546374662,2.5,0.282162059,0.677866036,0.353543424,0.354051101,0.734247019
255,5,,,,5,,5,,,,5,,,,5,,,5,,,,,,,,,,,5,,,,5,,,,,
256,,,,4,4,,2.25,4,5,4,4,4,,,,,,,,,4,,,,,4,,,3.625,4,,,4,,4,,,
257,2.535714286,0.156066245,0.321535571,1.571428571,0.5,0.355744297,1.571428571,0.254146531,1.714285714,0.571428571,3.928571429,1.214285714,0.25,0.285714286,0.678571429,0.318987405,0.285384911,0.349097732,0.928571429,0.357142857,1.964285714,0.642857143,0.299618786,0.357142857,0.38637245,0.174760861,0.345474521,0.302147555,1.857142857,1.357142857,0.357142857,0.321428571,1.214285714,0.146262041,1.785714286,0.25,0.301358404,0.714285714
258,1.25,0.384615385,0.3125,2.5,2.5,0.802083333,2.5,2,1.345718864,0.86650641,5,1.290562678,,0.40625,1.024871795,0.3125,0.661057692,0.76025641,1.25,0.83974359,2.5,1.25,0.525641026,,0.4,,0.572916667,0.85042735,1.25,2.5,2.5,1.25,3.75,,0.66900641,0.8125,0.384615385,0.523076923
259,5,0.11627907,0.5,2.5,5,0.419746951,5,1.106725146,1.791666667,1.694444444,5,5,0.282451834,1.88089701,1,0.319918401,0.23255814,0.552846911,1.333333333,0.391472868,5,1.479166667,1.172272542,0.21627907,0.875,0.5,5,0.348837209,2.233333333,1.138888889,0.87345475,1,2.5,0.158139535,1.125,0.249935778,0.294056848,1.069063194
260,3.628205128,0.146088963,0.2167539,1.358974359,1.846153846,0.384615385,3.102564103,0.128205128,0.871794872,1.461538462,4.397435897,0.948717949,0.102564103,0.743589744,1.153846154,0.128205128,0.275239923,1.653846154,0.243589744,0.371794872,2.730769231,1.282051282,0.384615385,0.128205128,0.128205128,0.367457452,0.346153846,0.256410256,2.461538462,0.512820513,1.025641026,0.871794872,2.653846154,0.628205128,0.384615385,0.346153846,0.256410256,0.371794872
261,2,0.384615385,,1.521119505,0.957417582,0.692307692,4.5,1.703296703,1.295558608,2,4.5,0.642055861,,1.964285714,1.023809524,0.384615385,,1.666666667,2,2,2.5,1.428571429,0.384615385,0.833333333,,,0.714285714,2.5,1.54471917,1.553205128,1.558150183,2.5,2.5,,1.341880342,2,0.714285714,2
262,2.5,0.190864699,0.321428571,1.392857143,0.714285714,0.272824822,0.714285714,0.13149343,0.714285714,0.714285714,4.607142857,2.857142857,0.167350177,0.357142857,1.428571429,0.416393539,0.209593023,0.470827814,1.071428571,0.714285714,1.785714286,0.714285714,0.452499883,0.12195122,0.278566372,0.17025312,0.357142857,0.24128171,2.142857143,0.714285714,2.107142857,0.357142857,1.75,0.158466498,0.357142857,0.357142857,0.357142857,0.714285714
263,0.5,0.292703963,0.287373737,0.625,1.25,0.422319347,1.75,0.138045877,1.875,0.625,4,2.25,0.224695054,0.578710179,0.5,0.360723721,0.5,0.519953529,0.430600881,0.5,2.125,0.632796717,0.5,0.174341625,0.386435786,0.210496051,0.320326201,1.125,2.375,1.125,1.25,1.125,1.125,0.338869695,1.25,0.231357097,1,0.5
264,2.416666667,0.138888889,0.138888889,1.777777778,1.458333333,0.416666667,2.361111111,0.111111111,1.569444444,0.833333333,4.388888889,1.236111111,0.111111111,0.694444444,0.402777778,0.138888889,0.138888889,0.527777778,0.25,0.111111111,3.583333333,0.958333333,0.277777778,0.185149965,0.25,0.209344374,0.25,0.416666667,2.763888889,1.027777778,0.777777778,0.527777778,1.694444444,0.223193936,0.777777778,0.138888889,0.666666667,0.375
265,5,0.266207314,1.666666667,3.333333333,3.333333333,0.509063061,1.666666667,0.270313786,1.666666667,0.830082809,5,1.666666667,0.259423503,0.726918026,0.490431894,0.377534051,0.665313853,0.567932246,0.529098476,0.206379767,3.333333333,1.666666667,0.465195068,0.306884173,0.209008941,0.28262767,0.636610002,0.178416042,1.666666667,1.666666667,1.666666667,0.236504681,1.666666667,0.206077997,1.666666667,0.383961567,0.309305028,1.666666667
266,2.5,1.589002268,0.892313543,2.5,2.5,0.920280706,5,0.769179894,1.225312882,2.5,2.5,2.5,0.783726781,2.5,1.23601572,0.723851121,0.224514103,1.113492063,2.5,2.5,2.5,1.084412611,0.677535031,0.271247044,0.370151701,0.61721443,0.735486924,0.5932189,5,1.345787546,1.546626984,1.055555556,2.5,0.203004112,1.589002268,0.689242939,0.56941479,1.364867489
267,4.5625,0.211771825,0.291740291,2.25,1.604166667,0.197916667,4.166666667,0.409211669,1.520833333,1.822916667,3.9375,0.71875,0.604166667,0.208333333,0.3125,0.09375,0.197916667,0.416666667,1.65625,0.59375,2.416666667,1.614583333,0.321064948,0.104166667,0.275353081,0.318652472,0.208333333,0.203812363,2.447916667,1.114583333,0.989583333,0.494260858,4.0625,0.291215852,0.104166667,0.625,0.29248366,1.239583333
268,3.447368421,0.167980357,0.279719924,1.210526316,1.052631579,0.298858071,3.473684211,0.401935223,0.157894737,1.763157895,4.078947368,1.447368421,0.262045702,0.394736842,0.763157895,0.271761035,0.358555899,0.263157895,0.736842105,0.5,2.526315789,0.157894737,0.605263158,0.200835889,0.354187866,0.236842105,0.367632759,0.131578947,2.736842105,1.5,0.263157895,0.894736842,2.421052632,0.339989154,0.236842105,0.5,0.34292136,1.026315789
269,2.571428571,0.472689076,0.428571429,1.857142857,2.071428571,,1.214285714,0.644257703,1.857142857,0.589169001,4.5,1.928571429,0.916666667,1.857142857,2.142857143,0.55987395,0.5,0.714285714,0.486344538,,3.785714286,0.5,0.325630252,,0.56372549,,,0.5,3.071428571,0.461332866,0.904785247,0.854575163,1.214285714,,0.817361111,0.678571429,0.5,0.71547619
270,2.785714286,0.355058118,0.339498089,0.714285714,0.714285714,0.391880164,0.714285714,0.249791878,2.142857143,0.714285714,4.785714286,0.991378859,0.330222806,0.714285714,0.577553719,0.567597819,0.420087157,0.268628487,2.071428571,1.357142857,2,0.682279792,0.521109422,0.262868327,0.367366794,0.161164485,0.40682484,0.571428571,2.642857143,1.357142857,1.357142857,0.346708773,1.157155067,0.16965393,0.714285714,0.714285714,0.571428571,1.357142857
271,2.2125,,,1.025,1.4625,,4.666666667,,,0.7,5,0.9,,0.8,1.875,,,0.875,0.7,0.7,0.9,,,,,,,,5,0.8,3.266666667,1.25,0.8375,,,0.975,0.8,0.975
272,3.764705882,0.136868029,0.253404826,2.029411765,1.764705882,0.338605531,3.176470588,0.294117647,1.441176471,0.294117647,4.823529412,1.117647059,0.882352941,0.882352941,0.529411765,0.264705882,0.291732242,0.588235294,0.294117647,0.271831934,2.264705882,0.882352941,0.264705882,0.155718875,0.25849908,0.291114205,0.588235294,0.233115724,2.323529412,0.823529412,1.088235294,0.311569527,2.882352941,0.294117647,0.584973002,0.294117647,0.344458273,0.294117647
273,2.857142857,1.428571429,0.552126169,2.142857143,2.142857143,1.428571429,2.857142857,0.714285714,0.959930151,2.071428571,3.571428571,2.142857143,0.48707727,0.642857143,0.484818412,0.372211419,0.265865731,0.548394588,2.071428571,0.318245699,2.071428571,0.714285714,0.521464083,0.163311624,0.339582674,0.714285714,0.714285714,0.260571414,3.571428571,0.841937975,1.428571429,0.309993642,2.142857143,0.223645132,1.428571429,0.714285714,0.642857143,1.428571429
274,5,0.188095238,2.5,2.5,5,0.424724026,2.5,0.254123599,0.991630592,0.784253247,5,1.394994589,0.34375,0.739628427,2.5,0.378050904,0.104545455,2.5,0.442155844,0.20974026,1.512085137,1.191363636,0.640073337,0.210238218,0.266305916,0.204408071,0.356707264,0.204166422,5,0.879649814,2.5,0.598040682,2.5,0.193431812,0.652393321,0.293019481,0.388533409,2.5
275,1.5,0.3703125,0.44389881,0.891129785,1.5,0.243377976,1.5,0.767857143,0.984245087,0.696566293,4.666666667,1.5,0.347636555,0.755353009,1.5,0.452432306,0.341631069,3,1.5,0.598701425,3.166666667,1.5,1.5,0.539285714,1.5,0.15625,,1.666666667,4.666666667,1.5,1.5,0.491999154,1.5,0.588235294,1.5,0.256696429,1.666666667,1.066882586
276,3.815789474,0.126781448,0.710526316,1.763157895,1.052631579,0.210526316,2.368421053,0.210526316,0.526315789,0.894736842,4.184210526,1.763157895,0.263157895,0.482010684,0.263157895,0.157894737,0.27298165,0.263157895,0.263157895,0.280827112,2.5,0.210526316,0.157894737,0.176488357,0.263157895,0.210526316,0.263157895,0.247259745,2.421052632,0.789473684,0.157894737,0.263157895,2.815789474,0.214470745,1,0.263157895,0.312988688,0.526315789
277,3.5,0.303117448,0.349748805,1.153631525,2.25,0.309583085,3.5,1.25,1.081959707,1,4.75,1.25,0.461244348,1.25,2.5,0.404235957,0.47612027,1.25,0.657852564,1.074099512,3.5,2.25,0.376476001,0.394281644,0.486166743,0.410085266,0.589379036,0.59035409,3.5,0.791211121,1,0.619155293,3.5,0.516842634,0.70725238,0.353161296,0.36677044,1.25
278,1.333333333,0.504659556,0.592592593,1.333333333,0.666666667,0.794871795,2.333333333,1.333333333,3.3,0.666666667,4.966666667,0.333333333,0.666666667,1,0.650202353,0.333333333,0.384615385,0.485021786,0.333333333,0.444444444,2.666666667,1.333333333,0.666666667,0.666666667,0.555462451,0.061728395,0.288461538,0.461063628,2.333333333,1,1,0.378766549,1.333333333,,1.633333333,0.427983539,0.666666667,0.666666667
279,2.545454545,0.216010449,0.227272727,2.386363636,2.272727273,0.272727273,2.886363636,0.204545455,1.045454545,0.431818182,3.590909091,1.25,0.650918002,0.227272727,0.590909091,0.347517658,0.159090909,0.590909091,0.181818182,0.227272727,1.363636364,1.022727273,0.504268358,0.227272727,0.315753519,0.20177207,0.382443996,0.234432602,2.795454545,0.977272727,1.340909091,0.181818182,1.840909091,0.248060402,0.181818182,0.181818182,0.389307638,0.818181818
280,1.5,0.247553968,0.376146617,1.5,1.5,0.700035998,3.083333333,0.833333333,2.333333333,0.623457933,4.583333333,0.904599325,0.833333333,1.333333333,0.833333333,0.290089327,0.440825081,0.833333333,0.346448539,0.287972874,2.166666667,0.909678699,0.385204464,0.833333333,0.397672189,0.206532388,0.37494776,0.666666667,3,0.78055187,0.75,0.666666667,2.25,0.213087601,0.833333333,0.352939926,0.666666667,0.52462031
281,2.642857143,0.071428571,0.357142857,2,1.732142857,0.303571429,1.625,0.163824102,1.785714286,0.821428571,4.071428571,1.75,0.19997283,0.803571429,0.678571429,0.142857143,0.318555033,0.642857143,0.535714286,0.178571429,2.75,0.642857143,0.285714286,0.174773596,0.178571429,0.181831916,0.293618237,0.318565697,2.232142857,0.982142857,1.196428571,0.178571429,1.375,0.255721136,0.571428571,0.334806591,0.470457206,1
282,2.25,0.302178966,0.394483279,2.25,1.099520546,0.47137246,2.25,0.620945781,1.172586597,0.811488859,4.75,2.5,0.366396704,0.621823617,2.5,0.549169574,0.384170005,0.730202289,0.800254477,0.470932142,2.5,2.25,0.488435385,2.25,0.705941462,0.357646725,0.603823879,0.657800746,2.25,1.085868978,0.627865702,0.565797342,1.223404762,0.266137886,2.25,0.354996969,0.593824038,0.886598683
283,2.214285714,0.255926601,0.184471805,1,1.857142857,0.233880638,0.857142857,0.171869426,1.285714286,0.924679478,3.428571429,1.077683733,0.357142857,0.642857143,0.357142857,0.714285714,0.714285714,0.357142857,0.142857143,0.312913127,1.857142857,1.357142857,0.714285714,0.160408599,0.352388225,0.163077915,0.331709955,0.340800127,3.428571429,1.428571429,0.714285714,0.407962428,0.857142857,0.372375114,0.797261705,0.357142857,0.361989039,0.642857143
284,2.965517241,0.517241379,0.137931034,0.948275862,1.793103448,0.280282699,2,0.137931034,1.086206897,1,3.879310345,0.603448276,0.19515799,0.517241379,0.25862069,0.172413793,0.359587262,0.120689655,0.862068966,0.172413793,1.965517241,0.827586207,0.459053181,0.24137931,0.282134809,0.209451804,0.344827586,0.137931034,2.603448276,0.620689655,1.672413793,0.517241379,1.982758621,0.24137931,1.465517241,0.344827586,0.344827586,0.775862069
285,,,,,,,,,,,4.5,4.5,,,4.5,,,,,,4.5,,,,,,,,,,,,,,,,,
286,3.75,0.243581157,0.41778309,1.25,1.397410536,0.40102256,2.5,0.399959303,0.957187436,2.5,2.5,1.25,0.385349642,1.25,0.414379152,1.25,0.286898272,0.424948101,1.25,1.25,2.5,0.975453679,1.25,0.185661446,0.330172687,0.227501976,1.25,0.235758094,2.5,1.25,2.5,0.54677747,2.5,0.292379766,0.609919063,1.25,1.25,1.25
287,1,0.220797721,0.242592593,1,2,0.994047619,2,0.111111111,0.958394383,1,4,1,0.207407407,1,0.811715252,0.242592593,0.46745841,1,0.376469017,0.609949888,3,0.760043371,0.663018926,,0.5375,,0.25,2,4,3,1,2,1,,0.726333944,0.138888889,1,0.820453297
288,4.833333333,0.430478574,0.530647547,1.408524089,3.166666667,0.372271652,3.166666667,0.753467334,1.666666667,3.333333333,4.833333333,3.166666667,1.054487179,0.718575056,0.713813756,0.760231435,0.471377173,0.449250463,1.666666667,0.406490014,3.166666667,1.666666667,1.666666667,0.458763978,0.670266149,0.362788823,1.5,0.349494949,1.666666667,1.666666667,1.093434478,0.349657634,1.711257415,0.338869695,1.341845654,0.511363636,0.732239057,0.736349371
289,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,
290,2.548780488,0.085365854,0.475609756,1.719512195,1.475609756,0.463414634,2.195121951,0.12195122,1.256097561,0.817073171,4.256097561,1.243902439,0.109756098,0.585365854,0.329268293,0.243902439,0.291756634,0.320525177,0.914634146,0.12195122,2.292682927,0.43902439,0.365853659,0.12195122,0.097560976,0.12195122,0.12195122,0.12195122,2.036585366,0.817073171,0.902439024,0.12195122,2.207317073,0.12195122,0.975609756,0.56097561,0.231707317,0.707317073
291,2.925925926,0.37037037,0.222222222,1.648148148,0.759259259,0.555555556,2.703703704,0.185185185,1.259259259,0.851851852,4.203703704,2.537037037,0.52890778,1.814814815,0.649216777,0.185185185,0.555555556,0.683550674,0.166666667,0.351851852,2.314814815,1.462962963,0.439896165,0.526852159,0.925925926,0.185185185,0.51959909,0.183493956,1.777777778,0.185185185,0.796296296,0.574936486,2.537037037,0.288314057,0.685185185,0.185185185,0.185185185,2.444444444
292,4.5,,,4.5,,4.5,4.5,,4.5,,4.5,,,,,,,,,,4.5,,,,,,,,,4.5,4.5,,4.5,,,,,
293,4.111111111,0.140261307,0.555555556,1.111111111,1.111111111,0.222452385,3.666666667,0.555555556,0.444444444,0.555555556,4.666666667,1.444444444,0.555555556,0.555555556,0.388888889,0.286912908,0.555555556,0.5,0.388888889,0.555555556,2.5,1.666666667,0.412476117,0.5,0.555555556,0.218887902,0.384576027,0.267403206,2.222222222,1.555555556,1.666666667,0.305480279,3.666666667,0.227569931,1.388888889,0.555555556,0.338953622,1.611111111
294,2.142857143,1.428571429,0.137931034,0.945244513,2.142857143,0.190201489,2.857142857,0.137931034,0.857010058,1.009683347,5,2.142857143,0.333067598,0.420838457,1.428571429,0.485104852,0.406369684,0.714285714,1.428571429,0.247173216,3.571428571,0.7679949,0.536822264,0.396074388,0.705136383,0.279144507,1.428571429,0.668358728,4.285714286,1.04036871,1.428571429,0.378571015,3.571428571,0.357314698,2.857142857,0.216202219,0.404554932,0.735397693
295,1.25,0.245687135,0.292107584,2.25,2.25,1.25,2.25,0.252232481,2.5,1,3.75,2.25,0.397468111,0.823491599,1.25,0.328471062,0.370457038,0.419521025,0.449904523,0.170194004,3.75,1.25,0.35764411,0.21498089,0.327694236,0.222794072,0.389171982,0.606450428,2.25,1.25,1.25,0.562683715,1.25,0.239457536,0.65666481,0.272500254,0.619168985,1.25
296,4.75,0.334410592,0.216282828,2.25,2.5,0.257214604,2.5,0.228946777,2.5,2.5,4.75,1.045415228,0.384217177,0.535147532,2.5,2.25,2.5,0.406267346,2.5,0.29469609,4.75,2.5,0.538152187,0.170482472,0.331611478,0.263131489,0.397738592,0.343516003,4.75,2.5,0.919095693,0.444879212,2.5,0.316466812,0.934410618,0.500433931,0.501354968,2.25
297,2.5,0.593290683,0.805212686,2.5,5,0.332989528,5,0.642025186,1.169087066,0.980361556,5,1.17926807,0.732818767,0.731646722,2.5,0.35736499,0.259833988,2.5,0.785669218,0.401466301,1.414431922,2.5,0.435718626,0.696105098,0.384426793,0.253710181,0.448606804,0.443526133,5,0.968252103,2.5,0.742328036,2.5,0.238000069,0.956850879,0.666423475,0.371730263,1.165025791
298,1.916666667,0.464912281,0.535714286,2.125,1.875,0.207706767,1.783364662,0.535714286,1.916666667,0.712823726,5,5,0.357142857,1.916666667,0.488721805,0.441729323,,5,5,1.5,5,5,5,0.178571429,5,,,0.55952381,5,5,5,0.422619048,1.749216792,,5,0.220864662,0.756578947,1.177005013
299,4.75,,0.3125,4.75,2.25,0.584085648,4.75,0.470261438,2.5,2.5,4.75,2.25,1,1,0.9,0.247957516,0.316666667,0.51210512,0.482584423,0.666666667,4.75,2.25,0.242401961,0.15,0.408333333,0.45,0.548547567,0.25,1.733333333,0.834945534,0.917424088,0.28125,4.75,0.287683824,0.470585317,1,0.432291667,0.709180672
300,4.409090909,0.409090909,0.318118614,0.909090909,1.818181818,0.454545455,1.772727273,0.177992678,0.909090909,1.272727273,4.818181818,1.727272727,0.229081275,0.454545455,0.454545455,0.863636364,0.454545455,0.454545455,0.454545455,0.454545455,3,0.863636364,0.909090909,0.172209888,0.315747664,0.454545455,0.289528601,0.197465362,2.590909091,2.181818182,0.909090909,0.276970763,2.227272727,0.217215136,1.272727273,0.454545455,0.372182042,0.64621342
301,4.5,0.692049826,0.481965571,2.5,2.5,0.460821727,2.5,0.376547988,1.276480621,0.967455403,4.5,2.5,2,0.760372725,0.979392415,0.21130031,0.766178473,0.577431631,0.503902219,0.276329523,4.5,2.5,0.442853457,0.298235744,2,0.25082026,0.561575507,0.437902934,2,2,0.957903337,0.379075807,2.5,0.254294196,0.923884389,0.435758514,0.746926765,0.523477812
302,2.214285714,0.357142857,0.428571429,1.5,1.857142857,0.273919586,2.142857143,0.163732541,1.785714286,0.357142857,4,1.428571429,0.229414906,0.714285714,1.071428571,0.357142857,0.269279798,0.357142857,0.357142857,0.168748826,1.785714286,1.071428571,0.357142857,0.181513515,0.263919757,0.197018743,0.300276628,0.294904847,2.571428571,0.357142857,0.785714286,0.2489661,1.785714286,0.197404502,1.071428571,0.357142857,0.357142857,0.785714286
303,5,,,5,2.5,,5,,,,2.5,5,,,,,,,,,,,,,,,2.5,,2.5,,2.5,,,,,,,2.5
304,2.5,0.213933675,0.204461035,2.5,2.5,0.242398552,2.5,0.741577609,1.49469697,0.89899997,5,1.011050719,0.333014509,0.854043651,0.846900815,2.5,2.5,0.539182774,0.511793086,0.279575357,2.5,0.936501172,0.447278749,0.2873369,0.273448676,0.194921601,0.662344187,0.293178266,5,1.022032105,0.955483405,0.320882393,1.448100048,0.318400583,0.790275503,0.413075385,0.360750161,0.794950979
305,5,0.416005291,0.736111111,5,5,2.5,1.679517481,0.950066138,1.030991794,1.449603175,5,5,0.928703704,1.562626263,0.6054038,0.492150072,0.926069264,0.476754386,0.937746434,0.486567982,2.263532468,0.655007745,,0.771428571,1.25,1.080357143,0.756228956,0.833333333,5,5,0.993045168,1.825657895,0.862119426,,0.583012218,0.927083333,2.5,5
306,,,,,,,,,,,5,5,,,5,,,,,,5,,,,,,,,,,,,,,,,,
